RS,celltype
1.4343132,Macrophage
0.9270443,T cell
0.95960003,Macrophage
1.1008472,T cell
0.7501421,Macrophage
0.93606764,T cell
0.73845696,Macrophage
1.686318,Macrophage
1.0109587,Macrophage
1.1844478,T cell
0.68616927,Macrophage
1.551237,Macrophage
0.9697329,Macrophage
0.9695699,Macrophage
1.0637174,Macrophage
1.0405871,Macrophage
0.756118,Macrophage
0.6598183,Macrophage
0.8190565,Macrophage
1.1105533,Macrophage
0.48978013,Macrophage
0.91323227,Macrophage
0.8882861,Macrophage
0.9837165,Dendritic cell
0.83395594,Macrophage
1.528867,Dendritic cell
0.980031,Dendritic cell
0.961643,Dendritic cell
0.70559555,Macrophage
1.1062981,Macrophage
0.713513,Macrophage
0.6991666,Macrophage
1.4917697,Macrophage
1.0354565,Macrophage
0.75301176,Macrophage
0.73179924,Macrophage
0.8209425,Macrophage
0.8626773,Macrophage
0.62889916,Macrophage
0.91797537,T cell
1.0012468,Macrophage
1.266656,Macrophage
1.7819098,Plasma cell
0.8400933,Macrophage
0.78417087,Macrophage
1.3440502,T cell
1.0322435,Macrophage
0.56634307,Macrophage
0.7086029,Macrophage
0.7333729,Macrophage
0.90668195,Macrophage
1.338697,Macrophage
0.79318714,Macrophage
0.6978263,Macrophage
1.4012281,Macrophage
1.0712665,Macrophage
1.2957735,Macrophage
1.2283509,T cell
0.92050743,Macrophage
1.0196738,T cell
0.96411353,Dendritic cell
0.8126949,Macrophage
0.72783476,Macrophage
0.7103789,Macrophage
1.2272439,NK cell
0.95618355,T cell
1.0630711,T cell
1.1033734,T cell
0.90338695,Macrophage
0.7481026,Macrophage
1.1287044,T cell
0.6916114,Macrophage
0.9030815,T cell
0.88218004,Macrophage
1.223635,T cell
1.3241547,T cell
0.6759232,Macrophage
0.7720465,Macrophage
0.7867335,Macrophage
0.9022583,Macrophage
1.0103196,T cell
0.9543819,Macrophage
0.4884061,Macrophage
0.8102339,Macrophage
1.0457935,Macrophage
0.75701386,Macrophage
1.3471904,T cell
0.9512356,T cell
1.3983024,Macrophage
1.0476242,Macrophage
0.85145843,Macrophage
0.71207213,Macrophage
1.1496552,Dendritic cell
2.3322098,Macrophage
0.8991529,T cell
0.8457479,Macrophage
0.9040825,Macrophage
0.9425819,Macrophage
0.8919381,Macrophage
1.0002875,Dendritic cell
1.0814896,Macrophage
1.1038227,Macrophage
1.3029599,Dendritic cell
0.75625247,Macrophage
1.0655854,Macrophage
1.3334011,Macrophage
0.9435137,T cell
0.9188095,pDC
1.1050124,T cell
0.97457427,T cell
1.4066914,Mast
0.9099819,pDC
0.7865595,Macrophage
0.9107847,T cell
0.99299926,Macrophage
1.0868479,NK cell
0.94090044,T cell
0.9548138,T cell
1.1360298,Macrophage
1.0489318,T cell
1.1042225,T cell
0.9112832,Macrophage
1.5469432,NK cell
1.1089107,T cell
0.83605576,Macrophage
1.1626283,T cell
0.9117849,Macrophage
1.0162532,pDC
1.1442437,Dendritic cell
0.54722446,Macrophage
0.9479577,T cell
1.0396247,NK cell
0.70271635,Macrophage
1.0687734,Macrophage
0.58214444,Macrophage
1.5776415,Plasma cell
0.90355885,T cell
0.96602553,T cell
0.8376152,Macrophage
1.3260188,Macrophage
1.2395219,Macrophage
1.0048566,T cell
0.8783141,T cell
1.792837,Macrophage
1.0577221,T cell
1.7303045,Macrophage
0.814148,Macrophage
0.4234048,Macrophage
0.9221261,Macrophage
1.2736204,T cell
0.9630045,Dendritic cell
0.8380291,Macrophage
1.0872955,Macrophage
0.72595465,Macrophage
1.038488,T cell
0.9564427,Macrophage
1.0885799,T cell
0.7947877,Macrophage
1.3274453,T cell
1.0953928,Macrophage
1.3946301,NK cell
1.0118529,T cell
1.2077297,Macrophage
0.9299967,T cell
0.6913675,Macrophage
0.62106735,Macrophage
0.83927184,Macrophage
0.7257658,Macrophage
1.2160288,Macrophage
0.77101976,Macrophage
1.7311949,Macrophage
0.967737,NK cell
0.8632265,Macrophage
0.8595889,T cell
0.78600806,Macrophage
1.2430358,Dendritic cell
0.42838305,Macrophage
0.8583808,Macrophage
0.6922833,Macrophage
1.007939,Macrophage
0.76937836,Macrophage
1.3440334,Macrophage
1.0443338,T cell
0.99027646,Macrophage
1.1869513,T cell
0.64797384,Macrophage
0.8468908,Macrophage
0.6939056,Macrophage
0.9953646,Macrophage
1.2055936,T cell
1.1952,Dendritic cell
0.80691075,Macrophage
0.75136995,Macrophage
0.8434281,Macrophage
0.77956265,Macrophage
1.4842222,T cell
0.8738189,Macrophage
1.08365,T cell
2.0331364,Macrophage
1.0195194,Macrophage
0.84828496,Macrophage
0.8764073,pDC
0.9006556,Macrophage
1.3818696,Macrophage
1.2601635,Macrophage
1.9445155,Macrophage
0.98734516,T cell
2.2430224,Macrophage
0.9886354,Macrophage
1.3235729,T cell
0.9273324,Macrophage
0.87391025,Macrophage
1.1095328,Macrophage
1.0196724,Macrophage
0.6523601,Macrophage
0.77408844,Macrophage
0.82158023,Macrophage
1.9531429,Plasma cell
4.90695,Dendritic cell
0.96480274,Dendritic cell
1.1653901,T cell
1.0537543,Dendritic cell
1.0115293,Macrophage
0.63849163,Macrophage
0.7881351,Macrophage
0.4187605,Macrophage
0.63083315,Macrophage
1.01412,T cell
1.4567288,T cell
0.78866905,Macrophage
0.9278142,Macrophage
1.0507687,T cell
1.0062823,pDC
0.68831563,Macrophage
0.6527071,Macrophage
0.93695515,Macrophage
1.3316388,T cell
0.87576175,Macrophage
0.86553234,Macrophage
0.58245033,Macrophage
1.4850268,Mast
1.4611584,Macrophage
0.7648726,Macrophage
1.0642629,Macrophage
1.0009365,Dendritic cell
2.246768,NK cell
0.9326504,T cell
0.68868935,Macrophage
0.44932973,Macrophage
1.0273032,NK cell
1.1072565,Dendritic cell
1.7893145,Macrophage
0.9824235,Dendritic cell
1.1845838,T cell
0.94224715,Macrophage
1.0763396,T cell
0.94813496,NK cell
1.0682178,pDC
0.9336905,T cell
0.7332069,Macrophage
0.96242684,NK cell
1.0997081,Macrophage
0.8613298,Macrophage
1.22599,NK cell
1.0231487,Macrophage
0.8652493,Macrophage
1.43059,Dendritic cell
0.79636467,Macrophage
1.450742,Macrophage
1.2786493,Macrophage
1.057921,T cell
1.1421418,Macrophage
0.80541897,Macrophage
1.0591381,pDC
0.9353174,T cell
0.75511134,Macrophage
1.253684,T cell
0.6283291,Macrophage
2.534796,Macrophage
1.0418922,pDC
1.0110987,Macrophage
1.3395389,NK cell
0.453881,Macrophage
1.1995922,Macrophage
0.8987655,Macrophage
1.054612,Dendritic cell
1.1311731,NK cell
0.93318933,T cell
1.1005226,T cell
1.2968863,Macrophage
0.957697,Macrophage
0.8648752,Macrophage
0.94335485,T cell
1.1431562,T cell
1.0273557,Macrophage
1.0571489,Macrophage
0.7662881,Macrophage
0.88484645,Macrophage
1.1011915,Dendritic cell
0.67504656,Macrophage
0.57197696,Macrophage
0.73757297,Macrophage
0.62291473,Macrophage
0.96070904,T cell
0.602156,Macrophage
1.1071488,T cell
0.75840086,Macrophage
0.9545273,Dendritic cell
0.9610458,T cell
1.1013666,NK cell
1.2715299,Macrophage
1.533933,Macrophage
0.8902336,Macrophage
1.7123454,Macrophage
1.0551498,T cell
1.0059012,Macrophage
0.8754798,T cell
0.9518892,T cell
0.86971444,Macrophage
1.0751375,Macrophage
1.9378333,Macrophage
1.1231616,Macrophage
0.73769784,Macrophage
0.8709227,Macrophage
1.4069761,T cell
1.0011626,T cell
1.2575533,Dendritic cell
1.2004277,pDC
1.2496825,Dendritic cell
1.0328964,Dendritic cell
1.3573401,T cell
0.75431484,Macrophage
0.6959039,Macrophage
1.574348,T cell
1.0951387,T cell
1.5135055,T cell
1.1313457,Macrophage
0.92717683,Macrophage
1.0032487,T cell
0.8029615,Macrophage
0.86757064,Macrophage
1.3402889,T cell
0.998132,T cell
0.67400634,Macrophage
0.90300304,T cell
1.442226,T cell
1.5148726,T cell
0.7410297,Macrophage
0.5105393,Macrophage
0.80996925,Macrophage
0.91013986,Macrophage
0.75848913,Macrophage
1.3623013,Macrophage
0.87746334,Macrophage
0.68552244,Macrophage
0.97326463,T cell
0.9108862,T cell
0.45740247,Macrophage
0.5245609,Macrophage
4.442934,pDC
0.77084,Macrophage
1.5218223,Macrophage
0.9891305,T cell
1.1933985,T cell
0.9503607,T cell
0.6868002,Macrophage
0.92713743,pDC
1.3610897,Macrophage
0.90054286,T cell
0.92222416,Macrophage
0.9511046,NK cell
1.3386133,Dendritic cell
0.8128769,Macrophage
0.74993885,Macrophage
0.7135298,Macrophage
0.45368955,Macrophage
0.86345637,T cell
1.2589641,Macrophage
1.131321,T cell
1.0137095,Macrophage
1.26007,T cell
1.7055732,Macrophage
0.77715516,Macrophage
0.7537852,Macrophage
1.6688659,NK cell
0.9785785,T cell
0.75175923,Macrophage
1.2500825,T cell
0.71748644,Macrophage
0.73645043,Macrophage
1.5037799,Macrophage
0.99373645,Macrophage
1.1150811,Macrophage
1.9453056,Macrophage
0.9738988,T cell
2.744744,Macrophage
0.7380032,Macrophage
2.07975,Dendritic cell
0.74680495,Macrophage
0.8710941,T cell
0.6736199,Macrophage
1.174623,T cell
0.7994521,Macrophage
0.7089772,Macrophage
1.4496068,T cell
0.8668176,T cell
0.9880288,Macrophage
1.519291,T cell
0.7655176,Macrophage
1.1481775,Macrophage
1.0261006,Dendritic cell
0.9022552,Macrophage
0.9512107,T cell
0.57680804,Macrophage
1.548663,Dendritic cell
0.54143417,Macrophage
0.7318042,Macrophage
0.9784431,T cell
1.2167222,T cell
0.73545825,Macrophage
0.45807976,Macrophage
1.2906361,Dendritic cell
0.8982542,T cell
4.890579,Dendritic cell
1.1118643,Dendritic cell
1.0452108,Macrophage
1.0241127,NK cell
0.4324214,Macrophage
1.0324965,Macrophage
1.4371952,Macrophage
1.3056575,T cell
0.77055156,Macrophage
1.1328508,T cell
0.8102399,Macrophage
1.1939566,T cell
1.1158781,Macrophage
1.4118748,Macrophage
0.95828885,T cell
1.598638,Plasma cell
0.87179697,pDC
1.0350227,NK cell
1.5679052,Macrophage
1.7894621,Macrophage
0.9970346,T cell
1.0971179,T cell
1.0127633,T cell
1.2728884,T cell
1.2687703,Dendritic cell
1.9306661,Macrophage
0.7494089,Macrophage
0.7008333,Macrophage
0.76083416,Macrophage
1.7519026,Macrophage
1.0534153,Macrophage
0.9269856,Macrophage
0.7606639,Macrophage
0.89624715,Macrophage
0.78060836,Macrophage
1.1317956,NK cell
1.6286672,Dendritic cell
1.5807981,T cell
0.54951704,Macrophage
1.2730644,NK cell
1.0088707,T cell
1.1549745,T cell
1.1238927,T cell
1.0266368,T cell
0.85255927,Macrophage
0.7134991,Macrophage
0.9686131,Dendritic cell
0.85814613,Macrophage
0.70035034,Macrophage
1.1294245,NK cell
1.3838847,T cell
0.44229832,Macrophage
0.8147575,Macrophage
0.69914407,Macrophage
1.5304023,Dendritic cell
1.1239119,NK cell
0.7633983,Macrophage
0.6248496,Macrophage
1.6426708,T cell
0.669195,Macrophage
1.3262333,Macrophage
2.0108829,Macrophage
1.1724029,Macrophage
0.7462729,Macrophage
0.82687503,Macrophage
0.7612655,Macrophage
0.7720803,Macrophage
0.82812846,Macrophage
0.9854188,pDC
0.8601513,Macrophage
1.0132707,T cell
1.1542152,Macrophage
0.91711086,Macrophage
1.1723272,Macrophage
0.9461076,T cell
1.0524635,Macrophage
0.47027797,Macrophage
1.2692318,T cell
1.4326918,Dendritic cell
0.75892955,Macrophage
1.4207062,Macrophage
0.5144215,Macrophage
0.6419311,Macrophage
0.759401,Macrophage
1.2326154,Macrophage
0.8624693,Macrophage
1.1330347,T cell
1.4896798,Macrophage
0.7730848,Macrophage
1.1480496,T cell
1.1470329,Dendritic cell
0.6533928,Macrophage
0.71953464,Macrophage
0.85828775,pDC
1.088123,T cell
1.5776008,Macrophage
1.5288994,Macrophage
0.44913527,Macrophage
1.6494551,Macrophage
2.1426804,Macrophage
1.3196808,NK cell
0.45308346,Macrophage
0.72730345,Macrophage
1.5854857,Macrophage
0.90943205,Macrophage
1.052931,Macrophage
1.1994994,Dendritic cell
0.81294364,Macrophage
1.1901418,Macrophage
0.9242727,Dendritic cell
0.8811772,Macrophage
0.73234284,Macrophage
1.4000891,Macrophage
1.2841347,NK cell
1.1272737,NK cell
1.1723303,NK cell
0.49114367,Macrophage
1.1801288,Macrophage
0.55267894,Macrophage
0.48446533,Macrophage
1.4918131,T cell
1.0037293,T cell
0.729176,Macrophage
0.5959837,Macrophage
0.9524989,T cell
0.83079696,Macrophage
0.8275022,Macrophage
0.80588776,Macrophage
0.67958707,Macrophage
1.0655873,T cell
0.8864878,T cell
0.88399464,T cell
0.85678357,Macrophage
0.893565,Macrophage
1.0792516,NK cell
0.7501459,Macrophage
0.71722734,Macrophage
1.7526293,Macrophage
0.67879575,Macrophage
1.4884878,T cell
0.5725126,Macrophage
0.8037112,Macrophage
0.9998265,Macrophage
0.8388914,Macrophage
1.5062444,Macrophage
0.9924037,T cell
1.1611634,Macrophage
0.8153418,Macrophage
1.2857001,Macrophage
0.7147788,Macrophage
0.8989381,Macrophage
0.8875082,Macrophage
1.0850056,T cell
1.0503833,Macrophage
0.8034387,Macrophage
1.0734782,Macrophage
0.7581202,Macrophage
2.1780534,Macrophage
1.0296596,NK cell
0.87570405,Macrophage
0.888012,Macrophage
1.065099,Macrophage
0.90202427,Macrophage
1.0135826,NK cell
1.052169,NK cell
0.88381636,T cell
0.44767264,Macrophage
0.9125586,Macrophage
0.81643295,Macrophage
0.64923936,Macrophage
1.0571703,NK cell
1.2379172,T cell
1.3250525,Dendritic cell
1.162845,Macrophage
1.0788931,T cell
0.8759924,T cell
1.5219958,Macrophage
1.101426,T cell
0.8940631,T cell
0.54329944,Macrophage
1.0212086,T cell
0.7132975,Macrophage
0.91519976,pDC
0.92499,T cell
1.0322477,Macrophage
0.7329156,Macrophage
0.9805442,Macrophage
1.4646978,Macrophage
1.0710418,Macrophage
1.0371736,T cell
1.1234565,Macrophage
0.82473415,Macrophage
0.93307495,T cell
0.83017933,Macrophage
1.2379105,Dendritic cell
0.8763591,T cell
2.0493488,NK cell
1.4877967,Macrophage
1.1858264,Dendritic cell
0.77547204,Macrophage
1.1110508,T cell
0.85081655,Macrophage
1.0705297,Macrophage
1.293225,Macrophage
1.3793181,T cell
0.6432742,Macrophage
0.97086996,T cell
1.0946357,Macrophage
0.7712229,Macrophage
1.0647933,T cell
1.2454697,pDC
1.5332601,T cell
0.78433967,Macrophage
0.9661021,T cell
0.7199743,Macrophage
0.7310338,Macrophage
0.5901004,Macrophage
0.9184546,Macrophage
0.65162855,Macrophage
0.71576667,Macrophage
0.851104,Macrophage
1.1064118,pDC
0.9703216,Macrophage
0.88680786,Macrophage
1.2004232,Dendritic cell
0.7168525,Macrophage
0.7623919,Macrophage
0.8796773,Macrophage
0.8065361,Macrophage
1.5798972,Macrophage
0.93819606,Macrophage
1.1857888,T cell
1.1676418,T cell
0.85070837,Macrophage
0.94779074,Macrophage
0.5894205,Macrophage
0.92551404,Macrophage
0.98730326,Macrophage
1.1818918,Macrophage
0.82072395,Macrophage
1.0213746,T cell
1.1896921,T cell
1.2202549,Macrophage
1.3272991,Macrophage
1.0950518,T cell
0.93895304,T cell
1.2000455,Macrophage
0.75197864,Macrophage
0.6988908,Macrophage
0.58032215,Macrophage
1.2651579,Dendritic cell
0.8586538,Macrophage
0.4985091,Macrophage
1.4494487,Macrophage
0.9891377,Macrophage
0.88506377,T cell
0.73921,Macrophage
1.1174064,Macrophage
1.5422988,Macrophage
1.0215856,T cell
1.8106191,Macrophage
1.2648946,T cell
0.5626279,Macrophage
0.9572217,T cell
0.7036414,Macrophage
1.0379976,Macrophage
1.4506574,T cell
0.8660226,Macrophage
0.45475435,Macrophage
0.58774745,Macrophage
1.0212247,T cell
1.5367503,T cell
0.656317,Macrophage
0.7741017,Macrophage
1.1257608,T cell
1.5421652,Macrophage
1.0009639,T cell
0.6975819,Macrophage
1.0070266,Dendritic cell
0.86042094,Macrophage
1.5383813,Macrophage
0.93559754,Macrophage
1.0099003,Macrophage
0.74676335,Macrophage
2.5488849,Macrophage
0.7152219,Macrophage
1.2386974,Macrophage
1.0292068,Macrophage
0.75842905,Macrophage
0.9745768,Macrophage
2.315958,Macrophage
0.75276184,Macrophage
0.8453258,Macrophage
0.80919534,Macrophage
1.1231583,T cell
1.4747286,Macrophage
1.9888512,Macrophage
0.69245946,Macrophage
5.691571,Dendritic cell
0.52947295,Macrophage
1.0193275,T cell
1.185743,Macrophage
1.4527848,Macrophage
0.44038278,Macrophage
1.0325167,Macrophage
0.77709997,Macrophage
0.89332247,pDC
1.9043318,Macrophage
0.96509725,Macrophage
0.9284193,Macrophage
1.4069856,Macrophage
1.0252092,T cell
0.67174846,Macrophage
1.4443886,Macrophage
1.0805105,Macrophage
0.88017994,Macrophage
1.9810678,NK cell
1.1449937,NK cell
1.0559611,T cell
1.3039994,Dendritic cell
1.1131862,Macrophage
1.0370938,Dendritic cell
0.7944382,Macrophage
0.9577321,T cell
0.9237225,Macrophage
1.012708,Macrophage
1.5972104,T cell
1.0178603,NK cell
2.0396166,Dendritic cell
1.0472577,Macrophage
0.754226,Macrophage
0.79162055,Macrophage
0.9445236,pDC
0.94665176,T cell
0.7290027,Macrophage
1.0883338,T cell
0.6986435,Macrophage
0.9939924,Macrophage
1.0439434,Macrophage
0.5067924,Macrophage
1.3699298,Macrophage
0.987113,T cell
1.2937758,Dendritic cell
1.1497357,Macrophage
1.9118304,Macrophage
1.1583475,Macrophage
1.0003498,Macrophage
0.74460053,Macrophage
1.9929869,Macrophage
0.95232993,T cell
1.266926,T cell
0.8766459,Macrophage
0.9973894,NK cell
0.48196146,Macrophage
0.7127232,Macrophage
0.88002926,Macrophage
0.6522375,Macrophage
0.7077958,Macrophage
1.0933043,Macrophage
0.8624066,Macrophage
0.9260559,Macrophage
0.85613024,Macrophage
1.0348048,Macrophage
2.4054687,Plasma cell
0.9969136,NK cell
0.7911227,Macrophage
0.91586685,pDC
0.84404814,T cell
1.0247784,Macrophage
1.2214776,T cell
1.4401951,pDC
1.0695976,Dendritic cell
0.58277345,Macrophage
2.1166866,Macrophage
1.3719889,Macrophage
0.86573535,Macrophage
2.0234401,Macrophage
0.9809775,Macrophage
1.2241042,Macrophage
0.8418316,Macrophage
1.1465497,Macrophage
1.0663917,Macrophage
0.74314696,Macrophage
0.99052835,Macrophage
0.96272695,pDC
1.5251514,Macrophage
0.9999412,Macrophage
1.8401303,Dendritic cell
0.9230925,T cell
0.76059085,Macrophage
2.5384452,Dendritic cell
0.73766214,Macrophage
1.0020072,T cell
1.7732737,Macrophage
1.5221815,Macrophage
0.5256327,Macrophage
0.7240073,Macrophage
0.7136182,Macrophage
1.1846893,T cell
0.96989566,T cell
1.0019281,T cell
0.7369396,Macrophage
1.0770367,Macrophage
1.0332932,Macrophage
0.5089618,Macrophage
1.0860082,Macrophage
0.834636,Macrophage
1.059489,T cell
1.0572884,NK cell
1.1350958,Macrophage
0.9003179,Macrophage
0.7598256,Macrophage
1.0480276,Macrophage
2.1654944,Macrophage
0.6607686,Macrophage
0.71135885,Macrophage
0.9094484,Macrophage
0.9851742,Macrophage
0.8104039,Macrophage
1.3969889,Macrophage
0.6826725,Macrophage
1.1104746,Macrophage
0.8646447,Macrophage
0.9883304,Macrophage
0.74641067,Macrophage
0.93837184,T cell
1.0311394,T cell
1.0613823,T cell
1.4933823,Macrophage
0.8706807,T cell
1.1502796,Dendritic cell
0.46373928,Macrophage
1.1564163,T cell
1.2281234,T cell
1.7001076,Plasma cell
0.90081644,Macrophage
1.3241363,Dendritic cell
1.0552149,Macrophage
1.5432752,Macrophage
0.82838035,Macrophage
1.0176386,T cell
0.61618584,Macrophage
1.2047911,T cell
0.6906471,Macrophage
0.982688,T cell
1.0594152,T cell
0.80691785,Macrophage
4.3621926,pDC
0.84336984,Macrophage
0.79668534,Macrophage
0.75212425,Macrophage
1.7604051,Dendritic cell
0.6786484,Macrophage
0.69957674,Macrophage
0.74388653,Macrophage
1.1133226,Macrophage
0.9444297,T cell
1.1937689,T cell
0.8759876,Macrophage
0.7646464,Macrophage
1.1212288,Macrophage
1.184924,T cell
0.9386323,Macrophage
0.6629515,Macrophage
1.1852396,Macrophage
1.197377,T cell
0.9604485,Macrophage
1.0543814,Dendritic cell
1.6465551,Macrophage
1.1401093,T cell
1.371067,NK cell
0.93554646,T cell
1.4576166,Macrophage
0.7410961,Macrophage
0.49123025,Macrophage
1.1654748,T cell
1.019937,NK cell
1.1204479,T cell
0.8753178,T cell
0.7624347,Macrophage
0.81335926,Macrophage
1.1034718,Macrophage
1.3514552,T cell
1.0483434,Macrophage
0.7118606,Macrophage
0.4985203,Macrophage
1.099142,Macrophage
1.0152949,Macrophage
0.68813044,Macrophage
1.0648186,Dendritic cell
1.781812,Macrophage
0.94982684,T cell
0.71133137,Macrophage
0.75660837,Macrophage
1.1697801,T cell
0.8840054,Macrophage
1.1079954,T cell
0.82109827,Macrophage
0.9844963,T cell
0.7202922,Macrophage
0.9069587,Macrophage
1.5703769,Macrophage
1.0337261,T cell
0.6760561,Macrophage
1.0480227,Macrophage
0.7931449,Macrophage
1.0062447,NK cell
1.0413569,NK cell
0.5127794,Macrophage
0.6438641,Macrophage
1.0416642,Macrophage
1.9106748,Macrophage
0.65355825,Macrophage
1.0326259,Macrophage
0.69273275,Macrophage
1.0071342,Macrophage
0.7969522,Macrophage
1.1586405,Dendritic cell
0.87625504,T cell
0.774613,Macrophage
0.9203482,T cell
1.0666513,Macrophage
1.4242835,T cell
0.9845697,Dendritic cell
1.1114204,T cell
1.2606657,Dendritic cell
1.8998927,Dendritic cell
1.3433753,NK cell
0.95421374,Macrophage
1.437466,Macrophage
0.8701446,Macrophage
0.6902426,Macrophage
0.89314383,T cell
0.9543214,pDC
0.8262197,Macrophage
1.0859903,T cell
1.2532352,NK cell
0.8985788,T cell
1.919456,Macrophage
1.3655798,T cell
1.5628601,T cell
1.1234912,T cell
0.8410163,Macrophage
0.86480737,Macrophage
0.4996455,Macrophage
0.89854586,T cell
0.6916368,Macrophage
0.6489803,Macrophage
0.7282999,Macrophage
1.1293212,Macrophage
0.9782431,T cell
0.9446914,T cell
1.5533838,Macrophage
0.91720223,T cell
1.2758821,Macrophage
0.96468955,T cell
0.98730654,Macrophage
0.91238075,Macrophage
0.88184696,Macrophage
0.98212856,T cell
1.3448219,Macrophage
0.7631364,Macrophage
0.9211841,T cell
1.0255287,T cell
1.229659,T cell
1.1500553,Macrophage
1.0198207,Dendritic cell
0.8801826,T cell
0.90204597,Macrophage
1.0768443,Macrophage
1.4479315,Macrophage
0.71584785,Macrophage
0.9225661,pDC
0.7878307,Macrophage
0.8873113,T cell
1.2010843,T cell
1.2644908,T cell
0.7244374,Macrophage
1.0232378,NK cell
1.079782,Macrophage
0.76416653,Macrophage
0.8718061,Macrophage
1.0257229,Macrophage
0.90046704,T cell
0.4425715,Macrophage
5.0650043,Dendritic cell
1.0944065,NK cell
0.83080053,Macrophage
0.6917258,Macrophage
1.1437944,T cell
0.40890995,Macrophage
0.7383177,Macrophage
0.8455336,Macrophage
1.1802427,T cell
1.0085989,Macrophage
0.8801545,Macrophage
1.5970068,T cell
1.3459456,T cell
1.2528393,Macrophage
1.1542522,Macrophage
1.3721832,Macrophage
0.96011156,T cell
0.7016003,Macrophage
0.5141527,Macrophage
1.7925111,Macrophage
2.0634859,Macrophage
0.94976455,Macrophage
0.7631128,Macrophage
1.7281502,B cell
0.8203854,Macrophage
0.7805844,Macrophage
0.65938777,Macrophage
0.83009917,Macrophage
1.4644046,T cell
1.3730316,Dendritic cell
0.8928835,Macrophage
1.284248,T cell
0.90919846,T cell
1.1469913,Macrophage
0.9094584,T cell
1.3814913,T cell
0.691881,Macrophage
0.9899891,T cell
0.93786275,Macrophage
0.84427917,Macrophage
0.6323266,Macrophage
1.0381596,NK cell
0.89774036,T cell
0.8054417,Macrophage
0.910454,Macrophage
1.9142504,Macrophage
0.7813328,Macrophage
0.8383597,Macrophage
0.99020326,Macrophage
0.99260736,Macrophage
0.94733787,Macrophage
1.1441188,T cell
0.85369986,Macrophage
0.99165404,T cell
1.5483629,Macrophage
0.77756715,Macrophage
1.1427885,T cell
0.6534827,Macrophage
1.4893355,Macrophage
0.77839595,Macrophage
0.9857827,T cell
0.9248367,T cell
1.1419948,Macrophage
1.0064381,Macrophage
0.9050982,Macrophage
0.78908086,Macrophage
1.1576476,T cell
0.97925264,T cell
0.77526885,Macrophage
0.957248,Macrophage
1.0415665,T cell
0.86527926,T cell
0.7250693,Macrophage
0.7597774,Macrophage
1.3888608,T cell
0.89247376,T cell
0.89361477,T cell
0.78871864,Macrophage
0.8596041,Macrophage
1.2206875,Dendritic cell
0.77060026,Macrophage
0.833798,T cell
1.0095273,Macrophage
0.93029016,Macrophage
0.94144887,T cell
0.9324732,T cell
0.95771974,T cell
1.017818,pDC
0.8396417,T cell
0.7687565,Macrophage
1.6321291,Macrophage
1.8212913,Macrophage
1.2002851,T cell
0.98337144,Macrophage
0.8405927,Macrophage
1.3453279,Macrophage
1.396589,Dendritic cell
1.4962987,T cell
1.1830243,Macrophage
4.9750757,Dendritic cell
1.602957,Macrophage
0.684201,Macrophage
0.98371184,Macrophage
1.2095444,Macrophage
0.9592321,T cell
0.5752785,Macrophage
1.0108157,T cell
0.710295,Macrophage
1.2669506,NK cell
0.9274563,Macrophage
1.1546664,Macrophage
1.6678282,Macrophage
0.92512435,T cell
1.5389479,T cell
0.9649753,T cell
1.0258572,Macrophage
0.68421847,Macrophage
1.1346474,T cell
1.0123409,T cell
0.68766356,Macrophage
2.1498384,Macrophage
1.014656,NK cell
1.1203626,NK cell
0.8768836,Macrophage
0.6373436,Macrophage
0.8644767,T cell
0.88558125,Macrophage
1.1749884,T cell
0.86370844,Macrophage
2.0143397,Mast
1.0906329,Macrophage
0.73673123,Macrophage
0.9770096,T cell
1.1342174,Dendritic cell
0.8930875,T cell
0.79291856,Macrophage
0.87518305,Macrophage
2.0951583,Dendritic cell
1.0685301,Dendritic cell
1.4125038,Macrophage
1.2851666,Dendritic cell
1.7558103,pDC
1.5136019,Dendritic cell
1.0120926,NK cell
1.202505,T cell
0.5521979,Macrophage
0.7462272,Macrophage
1.3959454,Macrophage
1.0747863,Macrophage
0.9328978,T cell
0.8977464,Macrophage
0.98807955,T cell
1.4156048,Macrophage
1.2090503,Macrophage
0.8774717,pDC
1.0397556,Macrophage
1.0583699,NK cell
0.93383545,Macrophage
0.8615967,Macrophage
0.8623219,T cell
0.9952062,T cell
1.145831,T cell
0.8927337,Macrophage
0.49780607,Macrophage
0.8631433,Macrophage
0.43217036,Macrophage
2.0948725,Macrophage
1.2630687,Macrophage
0.664634,Macrophage
0.6938095,Macrophage
1.8078798,Macrophage
0.85261774,pDC
0.9418702,T cell
0.8294356,Macrophage
0.68603545,Macrophage
1.2649841,Macrophage
1.012092,Macrophage
0.8476326,Macrophage
0.91915333,T cell
0.9199933,T cell
1.2436277,Macrophage
1.0617391,NK cell
1.0455183,Macrophage
1.3708041,T cell
0.7702309,Macrophage
0.5841175,Macrophage
1.0449,T cell
0.8962684,Macrophage
1.069594,Macrophage
0.94112253,NK cell
0.87719524,pDC
1.1355122,Macrophage
0.8117071,Macrophage
0.93035525,Macrophage
0.9711728,Macrophage
0.77871776,Macrophage
0.8230865,Macrophage
1.0460811,Macrophage
0.8019629,Macrophage
1.6036804,Macrophage
1.3599159,T cell
0.7897905,Macrophage
0.7091456,Macrophage
0.72997737,Macrophage
1.1891234,T cell
0.92996454,T cell
1.143566,T cell
0.7195134,Macrophage
2.495785,B cell
1.0019305,Macrophage
0.9573456,Macrophage
0.7741846,Macrophage
