RS,celltype
1.0296,T cell
1.0634104,B cell
1.0177639,Macrophage
1.6351665,B cell
1.6747556,B cell
1.7371955,B cell
1.70301,B cell
1.0858322,Plasma cell
1.2618507,Dendritic cell
1.051744,Plasma cell
1.0713274,T cell
1.2960234,T cell
1.8781748,NK cell
1.1811582,Dendritic cell
1.7155812,T cell
1.0686734,T cell
1.0271363,T cell
1.1896144,T cell
1.1193995,T cell
1.1569662,T cell
0.93824065,T cell
1.0891274,T cell
1.186812,Plasma cell
1.4866503,B cell
1.1393145,Dendritic cell
1.4438013,T cell
1.80313,pDC
0.9111041,T cell
0.9788979,pDC
2.1554961,Plasma cell
1.5045357,B cell
0.73833764,B cell
1.0907128,T cell
1.3415887,T cell
1.3365532,T cell
1.4708813,T cell
1.1306057,T cell
1.5823174,B cell
0.65880316,B cell
0.94433093,T cell
1.5735852,B cell
1.2738569,T cell
1.2226144,T cell
1.2533356,pDC
0.95348674,T cell
1.4703765,B cell
1.0568876,pDC
1.5341624,B cell
1.4590625,T cell
1.6505581,B cell
1.311903,T cell
1.1431305,T cell
1.5315523,T cell
1.0407691,pDC
1.3488898,NK cell
1.7054251,Macrophage
1.3980238,T cell
1.1281592,T cell
1.4830999,T cell
1.4307635,T cell
1.4832929,T cell
1.0995424,T cell
1.7227299,T cell
1.329622,Macrophage
1.5492094,B cell
1.0413482,T cell
1.6397935,NK cell
1.9221655,NK cell
1.7397583,B cell
0.88556725,Plasma cell
1.7725945,B cell
3.6690214,Plasma cell
1.3233372,Plasma cell
1.65354,Plasma cell
1.442309,B cell
0.59744066,Plasma cell
0.68287635,B cell
1.4760501,T cell
1.4334846,B cell
1.7340939,B cell
0.82448334,B cell
1.3501848,T cell
1.1441381,T cell
1.5543939,NK cell
0.6976207,B cell
1.4900001,NK cell
1.4125538,T cell
1.9413431,T cell
2.014911,B cell
1.0295863,B cell
1.2589573,T cell
1.0796527,T cell
1.1863339,B cell
1.1945823,B cell
1.2715195,T cell
1.1038752,T cell
1.7790471,B cell
1.4244621,B cell
1.0258718,Dendritic cell
1.0293899,pDC
1.5078268,Macrophage
1.1696914,NK cell
1.0946908,pDC
1.5118878,T cell
1.036573,B cell
1.1650416,T cell
1.5259724,T cell
1.0212703,pDC
1.0260463,T cell
2.6068,T cell
1.3287573,B cell
1.2754326,Macrophage
2.728431,B cell
1.6238276,T cell
0.96872735,T cell
1.295299,T cell
1.3619281,B cell
1.5490384,B cell
1.1050489,T cell
1.2962071,T cell
1.5869745,B cell
1.6699295,B cell
0.93339914,T cell
1.2757515,T cell
1.4214127,T cell
2.0733352,T cell
2.3217456,T cell
1.5641134,T cell
0.9442591,Dendritic cell
1.3562316,T cell
1.2929934,T cell
1.2415278,T cell
1.4524958,T cell
0.67219156,B cell
1.2471311,pDC
2.1623976,Macrophage
0.9125249,T cell
1.204149,T cell
1.4430209,T cell
1.7234844,T cell
1.6163582,T cell
1.5047201,T cell
0.72011626,B cell
1.8357056,Plasma cell
1.7408144,B cell
1.3001997,Macrophage
1.0473045,B cell
1.2026157,T cell
1.6383319,B cell
1.6925296,pDC
0.79701823,Dendritic cell
1.0314283,T cell
0.83826804,B cell
1.6796367,Macrophage
1.4986295,T cell
0.67246604,B cell
1.1432437,T cell
1.5863616,B cell
1.4658089,T cell
2.2177217,Plasma cell
1.3657494,T cell
1.3314275,Dendritic cell
1.1932474,T cell
0.76219267,B cell
1.6526629,T cell
1.4056593,pDC
1.4190629,Dendritic cell
1.2709302,Dendritic cell
1.0504329,Plasma cell
0.9854658,T cell
1.0132827,B cell
2.0175707,T cell
0.7377196,B cell
1.1026047,T cell
1.4161466,B cell
1.8336858,Macrophage
1.4130323,NK cell
0.6765329,B cell
1.5643888,Macrophage
1.3318046,T cell
1.5892802,Macrophage
1.360653,T cell
0.88369083,B cell
1.482548,T cell
1.0943457,B cell
1.1280417,B cell
1.3042967,T cell
1.691501,B cell
1.7049251,T cell
1.0074613,T cell
1.2910348,T cell
1.1240349,T cell
1.1930383,Plasma cell
1.0579973,T cell
0.794142,NK cell
1.2959343,T cell
1.8198667,B cell
0.9729669,T cell
1.3472977,Macrophage
1.0312865,pDC
0.9166073,Macrophage
1.3112403,Macrophage
1.0071648,B cell
1.8323151,Plasma cell
0.75669545,B cell
1.1047177,pDC
2.1144512,Plasma cell
1.4086715,B cell
1.9818863,B cell
1.6150113,B cell
1.5954049,Dendritic cell
1.8289119,B cell
0.77503276,B cell
1.1515535,Plasma cell
1.1001779,Plasma cell
1.0975772,T cell
1.3511766,T cell
1.7902068,T cell
1.1946875,pDC
1.3767931,B cell
1.2694566,Macrophage
1.4304104,T cell
1.7988904,Dendritic cell
1.7570839,T cell
0.99446404,T cell
1.0331951,B cell
1.5447638,B cell
1.536632,B cell
1.1798103,Dendritic cell
1.7149005,Plasma cell
1.3835464,Macrophage
1.8917857,T cell
1.2957608,Macrophage
2.370355,T cell
1.6573397,B cell
1.201019,Dendritic cell
0.9031238,T cell
0.9748743,T cell
1.3390596,T cell
1.5247574,Plasma cell
0.6347808,B cell
0.73475295,B cell
0.91265285,Plasma cell
1.1967348,Macrophage
1.5989261,B cell
1.2094076,pDC
0.9088094,Macrophage
1.7221131,B cell
1.3934242,Dendritic cell
0.9878864,T cell
1.0040324,T cell
1.2701772,T cell
0.99756646,B cell
1.2228501,T cell
1.3089194,Macrophage
1.5938065,T cell
0.8604793,B cell
0.6266562,B cell
0.9309404,T cell
1.4552705,T cell
2.419693,T cell
1.6041468,T cell
1.5695987,T cell
1.7949836,NK cell
1.8024771,B cell
1.5918463,B cell
1.4592359,NK cell
1.3792291,T cell
0.67225647,B cell
1.0701844,B cell
1.2037752,T cell
0.88637185,B cell
1.6561769,Plasma cell
1.4328767,NK cell
1.4413027,T cell
1.6447713,B cell
1.0045497,Plasma cell
0.85673445,Plasma cell
1.0378203,B cell
1.0648456,T cell
1.4894359,T cell
1.35643,Dendritic cell
1.9970642,NK cell
0.9459271,T cell
1.0368953,pDC
0.9725541,T cell
1.268288,T cell
1.1647599,Dendritic cell
1.0310714,T cell
1.3829994,T cell
1.9565763,pDC
1.316846,T cell
1.4886744,Dendritic cell
1.1656947,B cell
1.1283826,T cell
1.2434344,T cell
1.280801,Dendritic cell
1.1236224,Plasma cell
0.8898855,T cell
1.1507672,T cell
0.9862719,T cell
1.4421934,T cell
0.98010767,pDC
1.3700607,Macrophage
1.3336529,Plasma cell
1.7795068,NK cell
1.1563556,T cell
1.885152,Macrophage
0.67022973,B cell
1.7814552,B cell
1.1940548,B cell
0.7535998,B cell
1.8732343,NK cell
0.78529453,B cell
2.0263522,T cell
1.0415738,T cell
0.7248666,B cell
1.6786327,B cell
1.845671,T cell
0.8811733,Plasma cell
0.8826005,Plasma cell
1.1058062,T cell
0.9598811,Macrophage
1.3089993,pDC
1.5709335,T cell
1.6302367,B cell
1.6955494,B cell
0.7641291,B cell
1.11124,T cell
1.1051813,Plasma cell
1.320663,T cell
1.1844562,T cell
1.8585509,T cell
1.2579333,T cell
0.70343786,B cell
1.3468668,B cell
1.3806531,Dendritic cell
0.83332074,B cell
1.4077404,Dendritic cell
1.5676333,T cell
0.8541136,T cell
1.168594,B cell
1.3878585,B cell
1.3600003,T cell
1.3156136,T cell
1.3990486,B cell
1.2406491,T cell
1.4332532,T cell
0.9488655,T cell
1.2853258,Plasma cell
1.2321297,T cell
1.7444255,B cell
1.0062782,pDC
2.0130906,B cell
1.8817325,Dendritic cell
1.7176359,B cell
1.0947102,T cell
1.2563485,T cell
1.2922919,T cell
1.741387,B cell
1.13102,B cell
1.5122883,B cell
0.93619615,T cell
1.120731,T cell
1.3157779,Dendritic cell
1.3523715,Dendritic cell
1.0491532,T cell
1.0663528,T cell
1.4028003,B cell
0.99358344,T cell
1.0948837,Plasma cell
1.6223565,T cell
0.9954136,T cell
1.5794305,NK cell
1.0311606,Dendritic cell
1.136568,Dendritic cell
1.0752378,T cell
1.9683224,B cell
1.2028534,T cell
1.1559781,Macrophage
0.99886197,B cell
1.1954839,B cell
1.0693452,Macrophage
1.0898727,T cell
2.7978096,T cell
1.1270103,Dendritic cell
1.6185858,B cell
1.3008691,T cell
1.2291355,Plasma cell
1.0493326,pDC
1.0432122,Plasma cell
0.8609925,B cell
1.4380065,T cell
1.2792215,B cell
1.1317997,pDC
1.5268255,NK cell
1.7548666,Macrophage
1.0170972,T cell
1.5775568,Dendritic cell
1.1218929,T cell
0.7150716,B cell
1.5075654,B cell
1.1234758,Dendritic cell
1.2630335,T cell
1.3121432,T cell
1.6925591,Plasma cell
0.9891669,T cell
1.4751003,T cell
1.6661654,B cell
1.1597551,B cell
1.2123258,B cell
1.5142713,Dendritic cell
1.4395854,T cell
1.9738508,B cell
1.195149,B cell
1.6612655,B cell
1.1799139,T cell
1.1874635,T cell
1.6855378,T cell
1.0743127,B cell
0.999437,Plasma cell
1.1247318,Plasma cell
1.7360958,B cell
1.1406304,T cell
0.7845964,B cell
1.5927371,B cell
1.0390197,T cell
1.333203,T cell
1.0621696,pDC
1.0943303,T cell
5.0238776,B cell
0.69534445,B cell
1.4378734,Macrophage
1.7691691,Macrophage
1.5291992,B cell
1.891542,B cell
1.44304,B cell
0.55426574,Plasma cell
1.3587389,T cell
0.8669023,Plasma cell
1.1005597,pDC
1.0939623,T cell
1.6324474,B cell
4.1702814,B cell
1.2679055,T cell
1.4952084,T cell
1.1443483,T cell
1.1453689,T cell
1.9480929,T cell
1.4412937,T cell
0.8694436,B cell
1.474725,T cell
0.88373464,Plasma cell
0.64636475,B cell
0.874489,Dendritic cell
1.3959092,NK cell
1.1744176,T cell
1.0589389,Plasma cell
1.078845,T cell
1.7821128,B cell
1.0387257,Plasma cell
1.0483159,pDC
1.0146616,T cell
0.8152972,B cell
1.3885933,Macrophage
1.8176712,Dendritic cell
1.1312611,T cell
0.81563586,Dendritic cell
1.3728467,B cell
1.3314052,T cell
1.097239,B cell
1.243398,T cell
1.4231428,T cell
1.1567714,Plasma cell
1.381206,T cell
0.83287346,B cell
0.9733305,T cell
1.8477024,B cell
0.6706919,B cell
1.1465098,T cell
1.3779187,T cell
1.0871872,T cell
1.2328564,T cell
1.300079,T cell
0.6580902,B cell
1.1594392,Plasma cell
1.2534691,T cell
1.8343395,B cell
1.0760658,T cell
1.3372705,Macrophage
0.9762384,T cell
1.4635248,NK cell
1.2696552,Plasma cell
1.599151,T cell
0.89918697,Plasma cell
1.6601441,T cell
1.2280803,T cell
0.98273146,Plasma cell
1.2599273,T cell
1.0759084,T cell
1.2373039,Macrophage
0.90670687,Macrophage
1.7411882,NK cell
1.7905533,NK cell
1.1674967,T cell
1.285003,Dendritic cell
1.1883854,Dendritic cell
0.8728583,Dendritic cell
1.9603498,B cell
1.2443221,T cell
0.91484785,T cell
0.9035665,Plasma cell
0.72506016,B cell
0.8872106,T cell
1.1539447,Plasma cell
1.1618003,T cell
1.3472092,T cell
1.1583251,T cell
0.73389244,Plasma cell
1.5115412,T cell
1.6443638,T cell
1.4509655,T cell
1.6208187,T cell
1.2799428,T cell
1.1150465,Plasma cell
1.1333317,B cell
1.6585177,T cell
1.3170366,T cell
1.1074524,Plasma cell
1.4974703,B cell
1.8216873,B cell
0.8855682,B cell
1.0829914,pDC
1.5900714,Plasma cell
0.93919384,T cell
1.2806722,Plasma cell
1.0734957,B cell
1.5285196,NK cell
1.3068432,Macrophage
1.7147232,Plasma cell
1.9668025,Macrophage
1.3188169,Mast
1.6434155,Macrophage
1.1754053,Macrophage
1.3628713,Macrophage
1.7365519,Macrophage
0.93690556,Macrophage
1.4198781,Macrophage
1.74882,Macrophage
1.6707772,Macrophage
1.207379,Macrophage
1.2515222,Macrophage
1.3360301,Macrophage
1.3586922,Macrophage
1.2486943,Macrophage
1.4312186,Macrophage
1.1687995,T cell
1.8090758,Dendritic cell
1.1300446,Macrophage
1.2884473,Macrophage
1.0415939,Macrophage
1.5107503,Dendritic cell
1.9090832,Dendritic cell
2.8231723,Dendritic cell
1.5025971,Macrophage
2.2016966,Dendritic cell
1.4158534,Macrophage
1.130858,Macrophage
1.9237537,Dendritic cell
1.6619548,Macrophage
1.2450663,Macrophage
1.553774,Macrophage
1.2783055,Macrophage
1.1790323,Macrophage
1.3870251,Plasma cell
1.7127014,Dendritic cell
1.2921362,Macrophage
1.3602481,Macrophage
1.1992363,Macrophage
1.5563039,Dendritic cell
1.2478868,Macrophage
1.1624769,Macrophage
1.2045958,Macrophage
1.6374873,Macrophage
1.7668564,Dendritic cell
1.8032054,Plasma cell
1.6328485,Macrophage
1.3006991,Macrophage
1.4214852,Dendritic cell
1.3818961,Macrophage
1.7086971,Dendritic cell
1.7887654,Macrophage
1.9716749,Macrophage
1.3243554,Macrophage
2.061155,T cell
1.1410848,Macrophage
1.0851431,Macrophage
1.398507,Macrophage
1.3424101,Macrophage
2.1950696,Dendritic cell
1.1134504,Macrophage
1.2311605,Macrophage
2.240371,Dendritic cell
0.8420233,Macrophage
1.1562417,Macrophage
1.6006062,Macrophage
1.3204972,Macrophage
2.1775959,Macrophage
1.2180616,Macrophage
1.2572024,Macrophage
1.6216816,Macrophage
1.2390739,Macrophage
2.0288029,Dendritic cell
1.0522864,Macrophage
1.580056,Macrophage
1.2916527,Macrophage
1.0863365,Macrophage
1.5655622,Macrophage
1.5592262,Macrophage
1.4105102,Macrophage
1.0710427,Macrophage
2.0495422,Macrophage
1.1584866,T cell
2.3870566,Macrophage
1.4437044,Dendritic cell
2.0811894,Macrophage
1.7891985,Macrophage
1.5781025,Macrophage
1.3715281,T cell
1.2310543,Macrophage
1.3809425,Macrophage
1.7147931,Macrophage
1.508292,Macrophage
1.5162865,Macrophage
1.318088,Macrophage
1.3267385,Macrophage
1.3075877,Macrophage
1.8542686,Macrophage
1.4886267,Macrophage
1.602967,Macrophage
1.451836,Dendritic cell
1.9515702,Plasma cell
1.3689352,Macrophage
1.9334707,Macrophage
1.3129276,T cell
2.031463,Dendritic cell
1.5192003,Macrophage
1.7187117,Macrophage
1.1302431,Macrophage
0.7287975,T cell
1.4435713,Macrophage
1.6479548,Macrophage
1.1168478,Macrophage
1.0467314,Macrophage
1.1328797,Macrophage
1.5419751,Macrophage
1.4567378,Macrophage
1.6958643,Plasma cell
1.5243032,Macrophage
1.4449483,Macrophage
0.94577974,Plasma cell
1.2077122,Dendritic cell
1.7982944,Dendritic cell
0.8079382,T cell
1.845461,Macrophage
1.1484705,Macrophage
0.9838015,Plasma cell
2.0447898,Dendritic cell
1.4316196,Macrophage
0.72784007,T cell
1.3544819,Macrophage
1.3958863,Macrophage
1.1219729,Plasma cell
0.7337173,T cell
1.5704011,Macrophage
1.2471877,Macrophage
1.0174,Macrophage
1.1687176,Macrophage
1.2451249,Macrophage
0.7928484,Plasma cell
1.3624572,Macrophage
1.6454525,Macrophage
0.70859426,T cell
2.566338,Macrophage
1.7965814,Dendritic cell
2.0881069,Macrophage
1.2839644,Macrophage
1.4379774,Macrophage
1.4991233,Macrophage
1.4711941,Macrophage
0.7273178,Plasma cell
1.4759365,Macrophage
0.8266168,Plasma cell
0.7803526,Plasma cell
0.7967623,Plasma cell
1.6268251,Macrophage
0.7305895,Plasma cell
1.6480236,Dendritic cell
2.3835092,Macrophage
0.7775288,Plasma cell
1.2746153,Macrophage
0.9256128,Plasma cell
0.76748323,Plasma cell
1.7048352,Macrophage
1.2870632,Macrophage
1.6121259,Macrophage
1.5802779,Macrophage
1.4941494,T cell
0.80505186,T cell
1.4557846,Macrophage
0.8295422,Plasma cell
1.6902497,Macrophage
0.7615014,Plasma cell
0.73500293,Plasma cell
1.676054,Macrophage
1.6938531,Macrophage
1.1869501,Macrophage
0.9936288,T cell
0.7565043,Plasma cell
0.8275971,Plasma cell
0.75428826,Plasma cell
1.6888449,Macrophage
1.7006925,Macrophage
1.5814312,Macrophage
1.3911339,Macrophage
0.7736697,Plasma cell
0.6795358,Plasma cell
3.2885344,B cell
1.853575,Macrophage
2.268163,Macrophage
1.8029606,Macrophage
1.2660173,Macrophage
1.112161,Macrophage
1.1988204,Macrophage
1.4683691,Macrophage
1.4683409,Macrophage
0.94185704,Macrophage
0.8143489,Plasma cell
1.324046,Macrophage
3.1037421,Dendritic cell
1.581398,Macrophage
0.7400694,Plasma cell
1.2578032,Macrophage
1.1608198,Macrophage
2.3679318,Dendritic cell
0.82912755,Plasma cell
0.791949,T cell
0.71022373,Plasma cell
1.5012593,Macrophage
0.7059754,Plasma cell
0.75856006,T cell
2.565116,Macrophage
1.1669681,Macrophage
1.1313742,Macrophage
1.1398635,Macrophage
0.773411,T cell
1.1219598,Macrophage
1.1490504,Macrophage
1.4587902,Macrophage
0.75516975,Plasma cell
1.5314997,Macrophage
2.6846473,Macrophage
0.7460636,Plasma cell
1.1154008,Macrophage
0.7368438,T cell
1.5016032,Macrophage
1.1544867,Macrophage
1.4888991,T cell
1.5073647,Dendritic cell
1.281334,Macrophage
1.1268945,Macrophage
1.2672815,Macrophage
1.0596379,Macrophage
0.8191203,Plasma cell
0.7584938,Plasma cell
0.80045444,Plasma cell
1.7474753,Macrophage
0.7088459,T cell
1.4148967,Plasma cell
0.8386766,Plasma cell
0.79457766,Plasma cell
1.4391949,Macrophage
1.1999478,Macrophage
0.86258006,Plasma cell
0.76559496,Plasma cell
2.360782,Macrophage
2.0760593,Macrophage
1.2858474,Macrophage
1.6561223,Macrophage
0.812727,T cell
1.0805135,Macrophage
1.2138635,Macrophage
0.783044,Plasma cell
1.2587559,Macrophage
0.8094351,Plasma cell
1.7823385,Macrophage
2.5115213,Macrophage
2.1115434,Macrophage
0.81316966,Plasma cell
0.77817196,T cell
1.0123805,T cell
2.1172094,Macrophage
1.1925904,T cell
2.3109775,Macrophage
0.97194356,Plasma cell
1.1920862,Macrophage
1.5035144,Macrophage
0.7569761,Plasma cell
1.5408337,Macrophage
1.2461008,Macrophage
1.1503699,Macrophage
1.1585199,Macrophage
1.2133228,B cell
1.1073177,Macrophage
0.95093954,Plasma cell
1.5113943,NK cell
1.5577885,Macrophage
0.8452681,Plasma cell
1.0373108,T cell
0.72687066,Plasma cell
1.2838402,Macrophage
1.3444641,T cell
1.4252671,Macrophage
1.7384609,Plasma cell
1.0392413,Macrophage
1.3678099,Macrophage
1.6027099,Macrophage
1.2276143,Macrophage
1.0731558,Plasma cell
1.1233902,Macrophage
1.1483213,Macrophage
1.1052127,Macrophage
2.174219,Macrophage
2.147586,Dendritic cell
1.5573667,Macrophage
1.3794167,Macrophage
2.4705973,Macrophage
2.0833008,Macrophage
1.2978935,Macrophage
0.82540697,Plasma cell
1.5953138,T cell
1.4051411,Macrophage
0.79113483,Plasma cell
1.3188719,Macrophage
1.0857811,Macrophage
1.2746145,T cell
1.1237297,T cell
1.1689165,Macrophage
0.76815325,Plasma cell
1.0504524,T cell
0.87359154,Plasma cell
1.6415061,Macrophage
0.8685306,T cell
0.7973715,Plasma cell
1.4248817,Macrophage
0.79045737,Plasma cell
1.7557027,Dendritic cell
1.7683392,Macrophage
1.102725,Macrophage
1.7883449,Dendritic cell
1.8115134,Macrophage
1.1922925,Macrophage
1.9643313,Macrophage
1.9900331,Macrophage
1.5342773,Macrophage
1.3697506,Macrophage
1.80693,Macrophage
1.3028916,Plasma cell
1.936186,Macrophage
0.9146151,T cell
0.92552733,Plasma cell
1.037284,Macrophage
2.1371238,Dendritic cell
0.82814753,Plasma cell
1.2481827,Plasma cell
0.7209598,Plasma cell
1.2714936,Macrophage
1.278586,Macrophage
1.7859159,Macrophage
1.1605465,Macrophage
0.7760544,T cell
0.8804092,Plasma cell
0.72077054,Plasma cell
1.2305325,Macrophage
1.204591,Macrophage
2.0629544,Macrophage
1.5540254,Macrophage
1.144971,Macrophage
1.3346138,Macrophage
1.3057694,Macrophage
1.6204382,NK cell
0.8265583,Plasma cell
0.8347933,T cell
0.75267625,Plasma cell
2.4492047,Dendritic cell
1.826212,Dendritic cell
1.1669819,Macrophage
0.7280843,Plasma cell
1.5460721,Macrophage
1.4056718,Macrophage
0.64005166,T cell
0.7922125,T cell
1.2535976,Macrophage
1.8738556,Macrophage
2.1372862,Macrophage
1.4059145,Macrophage
1.6980939,Dendritic cell
1.7263199,Macrophage
1.3172152,Plasma cell
1.1068935,Macrophage
0.83392453,Plasma cell
1.3592293,Macrophage
1.4320314,Plasma cell
1.4219317,Macrophage
2.5342333,Dendritic cell
2.4576678,Dendritic cell
1.3733519,Macrophage
1.1019127,Macrophage
0.7300191,T cell
0.9370054,T cell
1.1623424,Macrophage
1.0984582,Plasma cell
1.1490598,Macrophage
1.953183,Macrophage
1.1369821,Macrophage
0.8118395,Plasma cell
0.8124553,Plasma cell
2.2158887,Macrophage
0.7377083,Plasma cell
0.8966009,T cell
1.3901209,Macrophage
0.8366087,Plasma cell
2.4423842,Dendritic cell
0.9598761,Plasma cell
1.202909,Macrophage
1.5396645,Macrophage
0.841147,Plasma cell
3.427078,B cell
1.3202019,Macrophage
2.1813521,Macrophage
1.1774874,Macrophage
1.9924318,Macrophage
1.23358,Macrophage
0.73845387,Plasma cell
0.77422535,Plasma cell
1.4934093,Macrophage
1.3859016,Macrophage
0.7293617,T cell
1.2518172,Macrophage
1.9261807,Dendritic cell
1.0739042,Macrophage
0.7256734,Plasma cell
1.4766922,Plasma cell
0.98240477,T cell
1.4941949,Macrophage
1.8347331,Dendritic cell
1.274565,Macrophage
2.248511,Macrophage
0.7192304,Plasma cell
1.6630691,Macrophage
0.80067384,Plasma cell
1.5223047,Macrophage
0.7292983,Plasma cell
1.1636766,Macrophage
1.4770349,Macrophage
0.8117761,T cell
1.0231144,T cell
1.3200011,Plasma cell
1.6689721,Macrophage
1.3778238,Macrophage
0.76196617,Plasma cell
1.0314685,Macrophage
0.8467719,Plasma cell
0.96384,Plasma cell
1.081312,Macrophage
2.1894357,Macrophage
1.1796621,Macrophage
1.5884604,Macrophage
0.9366023,Plasma cell
1.3040953,Macrophage
1.0031688,Macrophage
1.3044887,Macrophage
0.79644996,Plasma cell
2.1470287,Macrophage
1.0732571,Macrophage
0.845385,Plasma cell
1.8082107,Macrophage
1.4702202,Dendritic cell
0.83602273,Plasma cell
1.557491,Macrophage
1.6717529,Macrophage
2.0092096,Macrophage
3.1078,Macrophage
1.7849661,Macrophage
0.9361017,T cell
1.8152195,Dendritic cell
1.0042514,T cell
1.2306237,Macrophage
0.7174385,Plasma cell
1.6088759,Macrophage
1.3115815,Macrophage
1.1013143,Plasma cell
0.93886775,T cell
1.1900642,Macrophage
2.0559325,Macrophage
1.1264098,Macrophage
1.377021,Macrophage
0.7390581,T cell
1.7950872,Macrophage
1.5895464,Macrophage
1.1138514,Macrophage
0.8441733,Plasma cell
1.7530018,Macrophage
1.1620586,Plasma cell
1.1794736,Macrophage
1.1364007,Macrophage
1.3532884,Macrophage
1.2471594,Macrophage
1.382413,NK cell
0.98693794,Macrophage
1.5020075,Dendritic cell
1.4885459,Macrophage
2.7478282,Dendritic cell
1.3598236,Macrophage
1.1431224,Macrophage
1.2073777,Macrophage
2.5158846,Dendritic cell
1.6810153,Macrophage
1.3541639,Macrophage
1.9655731,Macrophage
0.8137018,T cell
2.4364245,Dendritic cell
1.8153541,Macrophage
1.1583724,Macrophage
1.293497,Macrophage
1.3413699,Macrophage
0.765935,T cell
0.7229847,Plasma cell
1.1412971,Macrophage
2.0547762,Macrophage
1.1676542,Macrophage
1.0788392,Macrophage
1.6107671,Macrophage
1.0110091,Plasma cell
2.6109865,Macrophage
1.1928294,Macrophage
1.6974583,Macrophage
3.6061988,Plasma cell
1.2576668,Macrophage
0.7574515,Plasma cell
2.1522915,Macrophage
3.349444,Macrophage
1.6615951,Macrophage
1.0581338,Macrophage
1.6183699,Macrophage
2.2125003,Macrophage
0.79757017,Plasma cell
1.7334301,Macrophage
1.9480761,Macrophage
0.74777657,Plasma cell
0.7404667,Plasma cell
1.0260935,Macrophage
1.1433638,Macrophage
0.83459526,Plasma cell
1.1367463,Macrophage
1.124019,Macrophage
1.2858851,Plasma cell
1.7318664,Macrophage
1.8630527,Macrophage
1.2569922,Macrophage
1.1823891,Macrophage
1.2003939,Macrophage
1.1067716,Macrophage
1.490898,Macrophage
1.6091907,Macrophage
1.157385,Macrophage
0.77927023,Plasma cell
0.7731645,Plasma cell
1.2004043,Macrophage
2.0703292,Macrophage
1.2997665,Macrophage
