post_cnem,pre_cnem,celltype,is_rare,batch
0.13355595,0.13238972,pDC,1,D38
0.28914964,0.27529836,T cell,0,D38
0.27336395,0.2583112,T cell,0,D38
0.22619158,0.23015559,T cell,0,D38
0.08933401,0.08927643,Macrophage,0,D38
0.26638675,0.25669295,T cell,0,D38
0.2952944,0.26407295,T cell,0,D38
0.23722684,0.22072905,T cell,0,D38
0.24704564,0.24606931,Dendritic cell,0,D38
0.33133066,0.2838807,T cell,0,D38
0.16160285,0.16334772,Macrophage,0,D38
0.17369664,0.14934015,Dendritic cell,0,D38
0.29918027,0.22950566,T cell,0,D38
0.20090675,0.19403464,Mast,1,D38
0.2910837,0.29020834,T cell,0,D38
0.31353474,0.26120794,T cell,0,D38
0.16712916,0.14048302,Dendritic cell,0,D38
0.394006,0.2956612,T cell,0,D38
0.2520572,0.23287928,T cell,0,D38
0.18364847,0.16796994,Macrophage,0,D38
0.18526101,0.17970818,Mast,1,D38
0.26412666,0.24997944,NK cell,0,D38
0.30162966,0.26997167,T cell,0,D38
0.27967,0.27461505,T cell,0,D38
0.36461592,0.32097125,NK cell,0,D38
0.4246469,0.41032326,T cell,0,D38
0.3176524,0.30071878,T cell,0,D38
0.22734481,0.2183137,T cell,0,D38
0.24111778,0.23328435,Macrophage,0,D38
0.23181659,0.23191977,B cell,0,D38
0.35229754,0.2938978,T cell,0,D38
0.26098263,0.25367677,Plasma cell,0,D38
0.1698879,0.16639113,Mast,1,D38
0.32415313,0.31052732,T cell,0,D38
0.3130076,0.27216613,T cell,0,D38
0.24355167,0.2220267,T cell,0,D38
0.15149087,0.15119886,pDC,1,D38
0.20197105,0.20223653,Mast,1,D38
0.26415396,0.23956418,T cell,0,D38
0.29800272,0.30205756,T cell,0,D38
0.23864198,0.24912512,T cell,0,D38
0.23019326,0.23038018,T cell,0,D38
0.33420134,0.32915854,T cell,0,D38
0.18766326,0.18241,T cell,0,D38
0.28504503,0.2625987,T cell,0,D38
0.32502556,0.29265678,T cell,0,D38
0.26826978,0.24365258,T cell,0,D38
0.30107278,0.25676078,T cell,0,D38
