post_cnem,pre_cnem,celltype,is_rare,batch
0.1071918,0.10956609,Macrophage,0,D102
0.21311218,0.21433401,T cell,0,D102
0.31217134,0.32479763,Plasma cell,0,D102
0.2540673,0.25355744,T cell,0,D102
0.3609401,0.34353656,T cell,0,D102
0.28836185,0.29152483,Plasma cell,0,D102
0.23545921,0.23373055,T cell,0,D102
0.24005121,0.24241263,T cell,0,D102
0.22374612,0.21838433,NK cell,0,D102
0.35222125,0.3569395,T cell,0,D102
0.07028961,0.0740031,Macrophage,0,D102
0.25519717,0.2567591,T cell,0,D102
0.19734347,0.20111,T cell,0,D102
0.2163136,0.21736348,T cell,0,D102
0.27863514,0.2571109,T cell,0,D102
0.23797429,0.23964417,T cell,0,D102
0.22402292,0.22170746,T cell,0,D102
0.3034976,0.30311722,T cell,0,D102
0.26435387,0.2678697,B cell,0,D102
0.11645031,0.1131897,Macrophage,0,D102
0.27216762,0.26687217,T cell,0,D102
